Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code,User,Time_of_Day,Date
12/13/2020 at 5:31:21 pm EST,Crewmate,Win,6,No,Yes,12m 22s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 5:15:25 pm EST,Crewmate,Loss,4,No,No,11m 18s,No,0.0,-,---,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 5:01:42 pm EST,Crewmate,Win,5,No,Yes,14m 08s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 4:46:26 pm EST,Crewmate,Win,4,No,No,08m 12s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 4:33:54 pm EST,Crewmate,Loss,7,Yes,Yes,11m 03s,No,0.0,10m 44s,--,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 4:20:15 pm EST,Crewmate,Win,2,No,No,05m 35s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 4:11:30 pm EST,Crewmate,Loss,7,Yes,No,13m 46s,No,0.0,13m 43s,--,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 3:44:46 pm EST,Crewmate,Win,6,No,No,15m 04s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 3:20:10 pm EST,Crewmate,Win,2,No,Yes,08m 03s,No,0.0,-,++,NA / GTJRIF,7,Afternoon,12/13/2020
12/13/2020 at 3:03:36 pm EST,Crewmate,Loss,5,No,No,05m 07s,No,0.0,-,---,NA / FDMAOF,7,Afternoon,12/13/2020
12/13/2020 at 2:57:32 pm EST,Crewmate,Win,8,Yes,No,10m 39s,No,0.0,04m 33s,++,NA / FDMAOF,7,Afternoon,12/13/2020
12/13/2020 at 4:49:18 am EST,Crewmate,Loss,7,Yes,No,14m 56s,No,0.0,11m 43s,--,NA / TLMVVF,7,Night,12/13/2020
12/13/2020 at 4:33:06 am EST,Crewmate,Win,3,No,No,06m 48s,No,0.0,-,++,NA / TLMVVF,7,Night,12/13/2020
12/13/2020 at 2:56:23 am EST,Crewmate,Win,6,Yes,No,12m 29s,No,1.0,05m 18s,++,NA / GMRDVF,7,Night,12/13/2020
12/13/2020 at 2:42:54 am EST,Crewmate,Loss,2,No,Yes,07m 52s,No,0.0,-,---,NA / GMRDVF,7,Night,12/13/2020
12/11/2020 at 6:02:08 pm EST,Crewmate,Win,0,No,No,05m 24s,No,0.0,-,,NA / LTRPDF,7,Afternoon,12/11/2020
12/11/2020 at 5:41:04 pm EST,Crewmate,Win,0,No,No,02m 22s,No,0.0,-,,NA / DYUQBF,7,Afternoon,12/11/2020
12/11/2020 at 5:30:32 pm EST,Crewmate,Loss,0,No,No,05m 48s,No,1.0,-,,NA / EFZTJF,7,Afternoon,12/11/2020
12/11/2020 at 5:17:50 pm EST,Crewmate,Win,1,No,No,05m 57s,No,0.0,-,++,Europe / MCFLCF,7,Afternoon,12/11/2020
12/11/2020 at 4:15:06 pm EST,Crewmate,Win,3,No,Yes,19m 34s,No,0.0,-,++,Europe / BFRJCF,7,Afternoon,12/11/2020
12/11/2020 at 3:49:31 pm EST,Crewmate,Loss,7,Yes,Yes,13m 15s,No,0.0,05m 50s,--,Europe / BFRJCF,7,Afternoon,12/11/2020
12/11/2020 at 3:30:33 pm EST,Crewmate,Win,5,No,No,13m 16s,No,0.0,-,++,Europe / BFRJCF,7,Afternoon,12/11/2020
12/11/2020 at 3:10:56 pm EST,Crewmate,Win,3,No,Yes,11m 00s,No,0.0,-,++,Europe / BFRJCF,7,Afternoon,12/11/2020
12/11/2020 at 2:53:26 pm EST,Crewmate,Win,7,Yes,No,18m 01s,No,1.0,11m 32s,++,Europe / BFRJCF,7,Afternoon,12/11/2020
12/11/2020 at 1:46:28 pm EST,Crewmate,Win,7,Yes,Yes,19m 25s,No,0.0,14m 58s,++,Europe / ONSJWQ,7,Afternoon,12/11/2020
12/11/2020 at 1:24:56 pm EST,Crewmate,Win,4,No,No,08m 42s,No,0.0,-,++,Europe / ONSJWQ,7,Afternoon,12/11/2020
12/11/2020 at 1:07:38 pm EST,Crewmate,Win,3,No,No,08m 27s,No,0.0,-,++,NA / NNNSXQ,7,Afternoon,12/11/2020
12/11/2020 at 12:57:31 pm EST,Crewmate,Win,7,Yes,Yes,12m 54s,No,0.0,12m 30s,++,NA / NNNSXQ,7,Morning,12/11/2020
12/11/2020 at 12:28:35 pm EST,Crewmate,Loss,2,No,No,04m 54s,No,0.0,-,,NA / NNNSXQ,7,Morning,12/11/2020
12/11/2020 at 12:13:57 pm EST,Crewmate,Win,7,Yes,No,09m 09s,No,0.0,05m 18s,++,NA / NNNSXQ,7,Morning,12/11/2020
12/11/2020 at 12:02:53 pm EST,Crewmate,Loss,7,Yes,Yes,14m 07s,No,0.0,04m 27s,--,NA / NNNSXQ,7,Morning,12/11/2020
12/11/2020 at 1:03:02 am EST,Crewmate,Loss,7,Yes,Yes,14m 12s,No,0.0,09m 29s,--,NA / EYNONF,7,Night,12/11/2020
12/11/2020 at 12:29:49 am EST,Crewmate,Loss,7,Yes,Yes,14m 18s,No,0.0,10m 26s,--,NA / EYNONF,7,Night,12/11/2020
12/11/2020 at 12:09:00 am EST,Crewmate,Loss,3,No,Yes,08m 20s,No,0.0,-,---,NA / EYNONF,7,Night,12/11/2020
12/10/2020 at 11:59:36 pm EST,Crewmate,Loss,7,No,Yes,05m 49s,No,0.0,-,---,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 11:50:30 pm EST,Crewmate,Win,8,Yes,No,16m 56s,No,0.0,06m 22s,++,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 11:31:45 pm EST,Crewmate,Loss,2,No,Yes,09m 11s,No,0.0,-,---,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 11:21:14 pm EST,Crewmate,Loss,8,Yes,Yes,15m 07s,No,0.0,06m 13s,--,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 11:03:53 pm EST,Crewmate,Loss,8,Yes,No,17m 37s,No,0.0,17m 00s,--,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 10:41:41 pm EST,Crewmate,Win,8,Yes,No,18m 21s,No,0.0,16m 52s,++,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 10:22:06 pm EST,Crewmate,Win,8,Yes,No,11m 36s,No,1.0,02m 06s,++,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 10:07:59 pm EST,Crewmate,Loss,6,No,Yes,16m 46s,No,0.0,-,---,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 9:45:33 pm EST,Crewmate,Loss,1,No,Yes,08m 19s,No,0.0,-,---,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 9:19:47 pm EST,Crewmate,Loss,8,Yes,Yes,13m 49s,No,0.0,09m 45s,--,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 9:03:58 pm EST,Crewmate,Win,2,No,No,07m 38s,No,0.0,-,++,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 8:53:42 pm EST,Crewmate,Win,5,No,Yes,10m 13s,No,0.0,-,++,NA / EYNONF,7,Evening,12/10/2020
12/10/2020 at 8:38:00 pm EST,Crewmate,Loss,8,Yes,Yes,14m 29s,No,0.0,03m 24s,--,NA / EXIYDF,7,Evening,12/10/2020
12/10/2020 at 8:22:34 pm EST,Crewmate,Win,2,No,No,01m 13s,No,0.0,-,,NA / EXIYDF,7,Evening,12/10/2020
12/10/2020 at 8:19:00 pm EST,Crewmate,Win,1,No,No,01m 31s,No,0.0,-,,NA / EXIYDF,7,Evening,12/10/2020
12/10/2020 at 8:14:25 pm EST,Crewmate,Loss,8,Yes,Yes,11m 33s,No,0.0,10m 53s,--,NA / EXIYDF,7,Evening,12/10/2020
12/10/2020 at 12:01:51 am EST,Crewmate,Loss,4,No,No,07m 10s,No,0.0,-,---,Europe / BNDUNF,7,Night,12/10/2020
12/09/2020 at 11:52:20 pm EST,Crewmate,Loss,8,Yes,Yes,20m 19s,No,1.0,16m 56s,--,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 11:29:40 pm EST,Crewmate,Loss,3,No,Yes,10m 20s,No,0.0,-,---,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 11:18:11 pm EST,Crewmate,Loss,8,Yes,Yes,13m 03s,No,0.0,12m 28s,--,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 11:04:04 pm EST,Crewmate,Win,6,No,Yes,14m 01s,No,0.0,-,++,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 10:48:57 pm EST,Crewmate,Loss,8,Yes,Yes,16m 18s,No,0.0,09m 00s,--,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 10:28:25 pm EST,Crewmate,Win,6,No,No,12m 58s,No,0.0,-,++,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 10:13:28 pm EST,Crewmate,Win,4,No,No,14m 59s,No,0.0,-,++,Europe / BNDUNF,7,Evening,12/09/2020
12/09/2020 at 9:48:16 pm EST,Crewmate,Win,8,Yes,No,11m 27s,No,0.0,08m 13s,++,Europe / EUUZDF,7,Evening,12/09/2020
12/09/2020 at 9:32:09 pm EST,Crewmate,Loss,8,Yes,Yes,21m 55s,No,0.0,08m 44s,--,Europe / EUUZDF,7,Evening,12/09/2020
12/09/2020 at 9:06:42 pm EST,Crewmate,Loss,8,Yes,No,12m 42s,No,0.0,07m 24s,--,Europe / EUUZDF,7,Evening,12/09/2020
12/09/2020 at 8:35:52 pm EST,Crewmate,Loss,7,No,Yes,07m 07s,No,0.0,-,---,Europe / FWBHCF,7,Evening,12/09/2020
12/09/2020 at 8:26:46 pm EST,Crewmate,Win,8,Yes,Yes,13m 24s,No,0.0,09m 11s,++,Europe / FWBHCF,7,Evening,12/09/2020
12/08/2020 at 9:31:17 pm EST,Crewmate,Loss,8,Yes,No,07m 46s,No,1.0,07m 46s,--,Europe / RLNKUF,7,Evening,12/08/2020
12/06/2020 at 8:26:17 pm EST,Crewmate,Loss,8,Yes,Yes,10m 59s,No,0.0,10m 04s,--,Europe / DSYWJF,7,Evening,12/06/2020
12/06/2020 at 8:12:36 pm EST,Crewmate,Win,7,No,Yes,13m 10s,No,0.0,-,++,Europe / DSYWJF,7,Evening,12/06/2020
12/06/2020 at 7:38:03 pm EST,Crewmate,Win,1,No,Yes,05m 13s,No,0.0,-,++,Europe / DSYWJF,7,Evening,12/06/2020
12/06/2020 at 7:28:13 pm EST,Crewmate,Loss,8,Yes,Yes,13m 10s,No,0.0,09m 00s,--,Europe / DSYWJF,7,Evening,12/06/2020
12/06/2020 at 7:14:08 pm EST,Crewmate,Win,8,Yes,No,19m 05s,No,0.0,09m 10s,++,Europe / DSYWJF,7,Evening,12/06/2020
12/06/2020 at 6:22:06 pm EST,Crewmate,Win,5,No,No,16m 11s,No,0.0,-,++,Europe / DSYWJF,7,Afternoon,12/06/2020
12/06/2020 at 12:45:51 pm EST,Crewmate,Loss,7,Yes,Yes,14m 42s,No,0.0,11m 13s,--,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 12:30:44 pm EST,Crewmate,Win,3,No,Yes,10m 32s,No,0.0,-,++,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 12:18:19 pm EST,Crewmate,Win,7,Yes,Yes,12m 46s,No,0.0,10m 55s,++,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 11:57:54 am EST,Crewmate,Loss,3,No,Yes,05m 28s,No,0.0,-,---,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 11:51:32 am EST,Crewmate,Win,7,Yes,No,14m 13s,No,0.0,10m 06s,++,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 11:18:27 am EST,Crewmate,Win,7,Yes,No,12m 07s,No,0.0,07m 05s,++,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 11:04:57 am EST,Crewmate,Win,5,No,No,08m 37s,No,0.0,-,++,Europe / HRGJOF,7,Morning,12/06/2020
12/06/2020 at 10:34:14 am EST,Crewmate,Win,8,Yes,Yes,16m 21s,No,0.0,10m 54s,++,Europe / RHZBNF,7,Morning,12/06/2020
12/06/2020 at 10:13:12 am EST,Crewmate,Win,5,No,Yes,06m 28s,No,0.0,-,++,Europe / RHZBNF,7,Morning,12/06/2020
12/06/2020 at 10:05:37 am EST,Crewmate,Win,8,Yes,No,18m 02s,No,1.0,17m 17s,++,Europe / RHZBNF,7,Morning,12/06/2020
12/05/2020 at 11:45:52 pm EST,Crewmate,Loss,8,Yes,Yes,23m 32s,No,0.0,10m 31s,--,Europe / RUFQCF,7,Evening,12/05/2020
12/05/2020 at 11:16:08 pm EST,Crewmate,Loss,8,Yes,Yes,14m 42s,No,0.0,09m 20s,--,Europe / RUFQCF,7,Evening,12/05/2020
12/13/2020 at 8:42:41 pm EST,Crewmate,Win,3,No,No,05m 46s,No,0.0,-,++,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 8:33:40 pm EST,Crewmate,Win,3,No,No,04m 32s,No,0.0,-,,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 8:27:15 pm EST,Crewmate,Win,6,No,No,17m 02s,No,0.0,-,++,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 8:09:28 pm EST,Crewmate,Win,4,No,Yes,05m 51s,No,0.0,-,++,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 7:57:34 pm EST,Crewmate,Loss,4,No,Yes,03m 21s,No,0.0,-,,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 7:49:14 pm EST,Crewmate,Loss,1,No,No,04m 57s,No,0.0,-,,Europe / AHNVOF,8,Evening,12/13/2020
12/13/2020 at 7:23:59 pm EST,Crewmate,Win,7,Yes,No,13m 54s,No,0.0,12m 18s,++,NA / BRHQGF,8,Evening,12/13/2020
12/04/2020 at 7:26:51 pm EST,Crewmate,Win,7,Yes,Yes,21m 49s,No,1.0,14m 20s,++,NA / NRQIBF,8,Evening,12/04/2020
12/01/2020 at 1:37:15 pm EST,Crewmate,Win,7,Yes,Yes,12m 26s,No,0.0,05m 25s,++,Europe / SADXGF,8,Afternoon,12/01/2020
12/01/2020 at 1:20:23 pm EST,Crewmate,Win,7,Yes,No,14m 43s,No,0.0,10m 18s,++,Europe / SADXGF,8,Afternoon,12/01/2020
12/01/2020 at 12:48:49 pm EST,Crewmate,Win,2,No,No,05m 47s,No,0.0,-,++,Europe / SADXGF,8,Morning,12/01/2020
12/01/2020 at 12:11:34 pm EST,Crewmate,Win,6,Yes,No,08m 14s,No,0.0,07m 30s,++,Europe / ILCFDF,8,Morning,12/01/2020
11/30/2020 at 10:49:57 pm EST,Crewmate,Loss,8,Yes,Yes,23m 07s,No,2.0,06m 20s,--,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 10:25:36 pm EST,Crewmate,Loss,8,Yes,Yes,15m 36s,No,0.0,06m 05s,--,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 10:08:03 pm EST,Crewmate,Loss,7,No,No,16m 27s,No,0.0,-,---,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 9:23:34 pm EST,Crewmate,Win,2,No,No,05m 08s,No,0.0,-,++,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 9:16:39 pm EST,Crewmate,Win,8,Yes,No,10m 25s,No,1.0,05m 59s,++,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 9:00:21 pm EST,Crewmate,Win,8,Yes,No,13m 45s,No,1.0,06m 17s,++,NA / DOQJHF,8,Evening,11/30/2020
11/30/2020 at 7:20:52 pm EST,Crewmate,Win,8,Yes,Yes,20m 36s,No,0.0,06m 34s,++,NA / WJFFHF,8,Evening,11/30/2020
11/30/2020 at 6:57:41 pm EST,Crewmate,Win,8,Yes,No,17m 32s,No,0.0,10m 09s,++,NA / WJFFHF,8,Afternoon,11/30/2020
11/30/2020 at 6:19:02 pm EST,Crewmate,Win,5,No,No,05m 22s,No,0.0,-,++,NA / WJFFHF,8,Afternoon,11/30/2020
11/30/2020 at 5:48:45 pm EST,Crewmate,Win,8,Yes,Yes,20m 25s,No,0.0,15m 51s,++,NA / HEBKVF,8,Afternoon,11/30/2020
11/30/2020 at 5:27:06 pm EST,Crewmate,Win,8,Yes,Yes,12m 34s,No,1.0,10m 54s,++,NA / HEBKVF,8,Afternoon,11/30/2020
11/30/2020 at 5:10:13 pm EST,Crewmate,Win,8,Yes,Yes,17m 40s,No,1.0,12m 44s,++,NA / HEBKVF,8,Afternoon,11/30/2020
11/30/2020 at 4:49:56 pm EST,Crewmate,Loss,8,Yes,Yes,20m 16s,No,0.0,11m 48s,--,NA / HEBKVF,8,Afternoon,11/30/2020
11/27/2020 at 9:52:41 pm EST,Crewmate,Loss,8,Yes,Yes,13m 38s,No,0.0,05m 10s,--,Europe / ILAEVF,8,Evening,11/27/2020
11/27/2020 at 9:37:38 pm EST,Crewmate,Loss,6,No,No,09m 58s,No,0.0,-,---,Europe / ILAEVF,8,Evening,11/27/2020
11/27/2020 at 9:27:09 pm EST,Crewmate,Loss,8,Yes,No,06m 00s,No,0.0,05m 26s,--,Europe / ILAEVF,8,Evening,11/27/2020
11/27/2020 at 9:16:55 pm EST,Crewmate,Loss,8,Yes,No,10m 46s,No,0.0,09m 53s,--,Europe / ILAEVF,8,Evening,11/27/2020
11/27/2020 at 9:02:33 pm EST,Crewmate,Loss,8,Yes,No,15m 16s,No,0.0,11m 39s,--,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 8:45:32 pm EST,Crewmate,Win,8,Yes,No,16m 29s,Yes,1.0,11m 40s,++,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 8:26:14 pm EST,Crewmate,Loss,8,Yes,Yes,11m 22s,No,0.0,04m 50s,--,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 8:02:28 pm EST,Crewmate,Win,8,Yes,No,11m 44s,No,1.0,09m 04s,++,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 7:49:38 pm EST,Crewmate,Win,5,No,No,08m 30s,No,0.0,-,++,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 7:39:12 pm EST,Crewmate,Win,8,Yes,Yes,12m 35s,No,0.0,10m 41s,++,Europe / UOOUCF,8,Evening,11/27/2020
11/27/2020 at 7:24:23 pm EST,Crewmate,Win,7,Yes,No,16m 36s,No,1.0,06m 14s,++,Europe / BDYOXQ,8,Evening,11/27/2020
11/27/2020 at 7:01:11 pm EST,Crewmate,Win,6,Yes,Yes,15m 40s,No,0.0,04m 58s,++,Europe / DBKSWQ,8,Evening,11/27/2020
11/27/2020 at 6:44:27 pm EST,Crewmate,Win,7,Yes,No,18m 35s,No,2.0,05m 34s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 6:21:05 pm EST,Crewmate,Win,7,Yes,Yes,13m 57s,No,0.0,07m 13s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 6:03:41 pm EST,Crewmate,Loss,7,Yes,No,17m 00s,No,0.0,09m 34s,--,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 5:43:53 pm EST,Crewmate,Win,7,Yes,Yes,20m 08s,No,0.0,11m 22s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 5:19:40 pm EST,Crewmate,Win,7,Yes,Yes,14m 54s,No,0.0,07m 02s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 5:03:44 pm EST,Crewmate,Win,7,Yes,No,14m 48s,No,1.0,06m 10s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 4:45:07 pm EST,Crewmate,Win,7,Yes,Yes,17m 29s,No,0.0,11m 29s,++,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 4:22:35 pm EST,Crewmate,Loss,7,Yes,No,12m 11s,No,1.0,02m 31s,--,Europe / CMESWQ,8,Afternoon,11/27/2020
11/27/2020 at 3:57:29 pm EST,Crewmate,Loss,7,Yes,Yes,13m 41s,No,1.0,13m 25s,--,Europe / ACLNSF,8,Afternoon,11/27/2020
11/27/2020 at 12:31:05 am EST,Crewmate,Loss,7,Yes,No,12m 46s,No,0.0,09m 26s,--,Europe / ATIEWQ,8,Night,11/27/2020
11/27/2020 at 12:17:38 am EST,Crewmate,Win,7,Yes,No,16m 01s,No,2.0,08m 30s,++,Europe / ATIEWQ,8,Night,11/27/2020
11/26/2020 at 11:54:22 pm EST,Crewmate,Win,7,Yes,Yes,13m 19s,No,2.0,05m 30s,++,Europe / ATIEWQ,8,Evening,11/26/2020
11/26/2020 at 11:31:45 pm EST,Crewmate,Win,8,Yes,Yes,16m 33s,No,0.0,16m 32s,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 11:13:04 pm EST,Crewmate,Win,4,No,Yes,08m 43s,No,0.0,-,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 11:01:32 pm EST,Crewmate,Loss,4,No,Yes,10m 31s,No,0.0,-,---,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 10:36:27 pm EST,Crewmate,Win,8,Yes,No,08m 52s,No,1.0,06m 34s,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 10:25:16 pm EST,Crewmate,Loss,5,No,No,06m 01s,No,0.0,-,---,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 10:11:47 pm EST,Crewmate,Win,8,Yes,No,15m 52s,No,1.0,05m 49s,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 9:49:16 pm EST,Crewmate,Win,8,Yes,No,11m 01s,No,0.0,09m 06s,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 9:34:25 pm EST,Crewmate,Win,8,Yes,No,19m 35s,No,0.0,12m 38s,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 9:10:24 pm EST,Crewmate,Loss,8,Yes,No,19m 38s,No,1.0,05m 30s,--,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 8:46:55 pm EST,Crewmate,Loss,6,No,No,11m 20s,No,1.0,-,---,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 8:30:23 pm EST,Crewmate,Win,5,No,No,07m 22s,No,1.0,-,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 8:16:01 pm EST,Crewmate,Win,7,No,Yes,05m 42s,No,0.0,-,++,Europe / SJHCDF,8,Evening,11/26/2020
11/26/2020 at 8:04:33 pm EST,Crewmate,Win,7,Yes,Yes,16m 38s,No,0.0,06m 17s,++,Europe / IMZDKF,8,Evening,11/26/2020
11/26/2020 at 7:15:17 pm EST,Crewmate,Win,7,Yes,No,19m 29s,No,1.0,18m 30s,++,Europe / IMZDKF,8,Evening,11/26/2020
11/26/2020 at 6:53:39 pm EST,Crewmate,Win,7,Yes,Yes,15m 26s,No,1.0,07m 21s,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 6:29:24 pm EST,Crewmate,Loss,5,No,Yes,09m 08s,No,0.0,-,---,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 6:18:20 pm EST,Crewmate,Win,7,Yes,Yes,11m 44s,No,0.0,07m 51s,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 6:03:59 pm EST,Crewmate,Loss,7,Yes,Yes,19m 08s,No,3.0,06m 15s,--,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 5:43:14 pm EST,Crewmate,Win,6,No,No,09m 36s,No,0.0,-,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 5:19:32 pm EST,Crewmate,Win,7,Yes,No,10m 38s,No,0.0,09m 38s,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 4:45:42 pm EST,Crewmate,Win,7,Yes,Yes,11m 06s,No,0.0,06m 15s,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 4:33:19 pm EST,Crewmate,Win,6,No,No,06m 08s,No,2.0,-,++,Europe / IMZDKF,8,Afternoon,11/26/2020
11/26/2020 at 2:14:35 pm EST,Crewmate,Win,7,Yes,No,19m 41s,No,3.0,09m 25s,++,Europe / QKUZDF,8,Afternoon,11/26/2020
11/26/2020 at 1:52:05 pm EST,Crewmate,Win,4,No,No,15m 45s,No,0.0,-,++,Europe / QKUZDF,8,Afternoon,11/26/2020
11/26/2020 at 12:53:23 pm EST,Crewmate,Win,7,Yes,No,06m 19s,No,1.0,05m 16s,++,Europe / QKUZDF,8,Morning,11/26/2020
11/25/2020 at 1:54:29 am EST,Crewmate,Win,3,No,Yes,11m 03s,No,1.0,-,++,Europe / MRISXQ,8,Night,11/25/2020
11/25/2020 at 1:40:10 am EST,Crewmate,Win,7,Yes,No,11m 08s,No,0.0,09m 53s,++,Europe / LGXHBF,8,Night,11/25/2020
11/25/2020 at 1:07:24 am EST,Crewmate,Win,7,Yes,No,13m 42s,No,0.0,12m 50s,++,Europe / LGXHBF,8,Night,11/25/2020
11/25/2020 at 12:52:32 am EST,Crewmate,Win,7,Yes,No,14m 26s,No,1.0,09m 39s,++,Europe / LGXHBF,8,Night,11/25/2020
11/25/2020 at 12:36:06 am EST,Crewmate,Win,0,No,Yes,15m 12s,No,0.0,-,,Europe / LGXHBF,8,Night,11/25/2020
11/25/2020 at 12:12:48 am EST,Crewmate,Win,1,No,No,02m 17s,No,0.0,-,,Europe / KMHHGF,8,Night,11/25/2020
11/25/2020 at 12:04:56 am EST,Crewmate,Win,1,No,No,03m 20s,No,0.0,-,,Europe / URPGIF,8,Night,11/25/2020
12/13/2020 at 9:12:09 pm EST,Crewmate,Win,6,No,No,08m 20s,No,0.0,-,++,Europe / AHNVOF,9,Evening,12/13/2020
12/13/2020 at 9:03:19 pm EST,Crewmate,Loss,7,Yes,Yes,19m 45s,No,1.0,05m 15s,--,Europe / AHNVOF,9,Evening,12/13/2020
12/13/2020 at 8:42:41 pm EST,Crewmate,Win,3,No,No,05m 46s,No,0.0,-,++,Europe / AHNVOF,9,Evening,12/13/2020
12/13/2020 at 8:21:45 pm EST,Crewmate,Win,4,No,No,02m 57s,No,0.0,-,,NA / OJHLHF,9,Evening,12/13/2020
12/13/2020 at 2:19:09 pm EST,Crewmate,Win,8,Yes,Yes,15m 26s,No,0.0,08m 40s,++,Europe / IWNVWQ,9,Afternoon,12/13/2020
12/13/2020 at 2:02:26 pm EST,Crewmate,Win,1,No,No,04m 00s,No,0.0,-,,Europe / IWNVWQ,9,Afternoon,12/13/2020
12/12/2020 at 8:13:07 pm EST,Crewmate,Win,7,Yes,No,19m 22s,No,1.0,17m 35s,++,Europe / PBLKRQ,9,Evening,12/12/2020
12/12/2020 at 7:52:55 pm EST,Crewmate,Loss,7,Yes,Yes,13m 49s,No,0.0,09m 17s,--,Europe / PBLKRQ,9,Evening,12/12/2020
12/12/2020 at 7:38:10 pm EST,Crewmate,Win,7,Yes,Yes,17m 17s,No,0.0,09m 02s,++,Europe / PBLKRQ,9,Evening,12/12/2020
12/12/2020 at 2:22:12 pm EST,Crewmate,Win,8,Yes,No,09m 26s,No,0.0,06m 44s,++,Europe / CBZUQQ,9,Afternoon,12/12/2020
12/12/2020 at 2:07:25 pm EST,Crewmate,Win,8,Yes,Yes,18m 57s,No,0.0,09m 23s,++,Europe / CBZUQQ,9,Afternoon,12/12/2020
